"gene_type" "gene_name"
"2672171" "protein_coding" "CSF2RA"
"2672534" "protein_coding" "IL3RA"
"2672602" "protein_coding" "SLC25A6"
"2672626" "lncRNA" "LINC00106"
"2672634" "lncRNA" "ASMTL-AS1"
"2672655" "protein_coding" "ASMTL"
"2672758" "protein_coding" "P2RY8"
"2672775" "protein_coding" "AKAP17A"
"2672821" "protein_coding" "ASMT"
"2672895" "lncRNA" "AL683807.1"
"2672904" "lncRNA" "AL683807.2"
"2672908" "protein_coding" "DHRSX"
"2672982" "lncRNA" "DHRSX-IT1"
"2672986" "protein_coding" "ZBED1"
"2673033" "lncRNA" "LINC00102"
"2673037" "protein_coding" "CD99"
"2673267" "protein_coding" "XG"
"2673372" "protein_coding" "GYG2"
"2673518" "lncRNA" "GYG2-AS1"
"2673522" "protein_coding" "ARSD"
"2673594" "lncRNA" "ARSD-AS1"
"2673598" "protein_coding" "ARSE"
"2673821" "protein_coding" "ARSH"
"2673844" "protein_coding" "ARSF"
"2673899" "lncRNA" "LINC01546"
"2673917" "protein_coding" "MXRA5"
"2673937" "protein_coding" "PRKX"
"2673976" "lncRNA" "PRKX-AS1"
"2673981" "lncRNA" "BX890604.2"
"2674129" "lncRNA" "BX842570.1"
"2674133" "lncRNA" "AC074035.1"
"2674138" "lncRNA" "AC110995.1"
"2674155" "protein_coding" "NLGN4X"
"2674260" "protein_coding" "VCX3A"
"2674300" "protein_coding" "PUDP"
"2674374" "protein_coding" "STS"
"2674496" "protein_coding" "VCX"
"2674536" "protein_coding" "PNPLA4"
"2674607" "lncRNA" "AC079142.1"
"2674625" "protein_coding" "VCX2"
"2674637" "protein_coding" "VCX3B"
"2674690" "lncRNA" "AC006062.1"
"2674697" "protein_coding" "ANOS1"
"2674738" "protein_coding" "FAM9A"
"2674789" "lncRNA" "AC003685.1"
"2674794" "lncRNA" "AC074281.2"
"2674800" "protein_coding" "FAM9B"
"2674935" "lncRNA" "AC003684.1"
"2674939" "protein_coding" "TBL1X"
"2675290" "protein_coding" "GPR143"
"2675355" "protein_coding" "SHROOM2"
"2675417" "protein_coding" "CLDN34"
"2675424" "protein_coding" "WWC3"
"2675479" "lncRNA" "WWC3-AS1"
"2675483" "protein_coding" "CLCN4"
"2675586" "lncRNA" "AC003666.1"
"2675593" "protein_coding" "MID1"
"2675833" "lncRNA" "AC073529.1"
"2675868" "protein_coding" "HCCS"
"2675926" "protein_coding" "ARHGAP6"
"2676160" "protein_coding" "AMELX"
"2676212" "lncRNA" "AC004554.2"
"2676218" "protein_coding" "MSL3"
"2677125" "protein_coding" "FRMPD4"
"2677455" "lncRNA" "FRMPD4-AS1"
"2677459" "protein_coding" "PRPS2"
"2677535" "protein_coding" "TLR7"
"2677550" "lncRNA" "TLR8-AS1"
"2677555" "protein_coding" "TLR8"
"2677576" "protein_coding" "TMSB4X"
"2677619" "protein_coding" "FAM9C"
"2677698" "lncRNA" "AC079171.1"
"2677701" "lncRNA" "LINC02154"
"2677712" "lncRNA" "AC004674.1"
"2677731" "protein_coding" "ATXN3L"
"2677749" "lncRNA" "LINC01203"
"2677950" "protein_coding" "EGFL6"
"2678013" "protein_coding" "TCEANC"
"2678052" "protein_coding" "RAB9A"
"2678082" "protein_coding" "TRAPPC2"
"2678170" "protein_coding" "OFD1"
"2678421" "protein_coding" "GPM6B"
"2678589" "lncRNA" "AC003035.2"
"2678593" "lncRNA" "AC003035.1"
"2678597" "protein_coding" "GEMIN8"
"2678647" "protein_coding" "GLRA2"
"2678736" "protein_coding" "FANCB"
"2678888" "protein_coding" "MOSPD2"
"2678999" "protein_coding" "ASB9"
"2679116" "protein_coding" "ASB11"
"2679194" "protein_coding" "PIGA"
"2679400" "protein_coding" "VEGFD"
"2679423" "protein_coding" "PIR"
"2679494" "protein_coding" "BMX"
"2679638" "protein_coding" "ACE2"
"2679736" "lncRNA" "AC097625.1"
"2679740" "protein_coding" "CLTRN"
"2679777" "protein_coding" "CA5B"
"2679869" "lncRNA" "INE2"
"2679872" "protein_coding" "ZRSR2"
"2679918" "protein_coding" "AP1S2"
"2680091" "protein_coding" "GRPR"
"2680103" "lncRNA" "AC078993.1"
"2680122" "protein_coding" "MAGEB17"
"2680143" "protein_coding" "CTPS2"
"2680289" "protein_coding" "S100G"
"2680301" "protein_coding" "SYAP1"
"2680329" "protein_coding" "TXLNG"
"2680379" "protein_coding" "RBBP7"
"2680545" "protein_coding" "REPS2"
"2680641" "protein_coding" "NHS"
"2680740" "lncRNA" "Z93022.1"
"2680744" "lncRNA" "NHS-AS1"
"2680748" "protein_coding" "SCML1"
"2680847" "protein_coding" "RAI2"
"2680910" "lncRNA" "LINC01456"
"2680917" "protein_coding" "BEND2"
"2680977" "protein_coding" "SCML2"
"2681059" "protein_coding" "CDKL5"
"2681348" "protein_coding" "RS1"
"2681372" "protein_coding" "PPEF1"
"2681529" "lncRNA" "PPEF1-AS1"
"2681533" "lncRNA" "PHKA2-AS1"
"2681545" "protein_coding" "PHKA2"
"2681653" "lncRNA" "AL732509.1"
"2681669" "protein_coding" "ADGRG2"
"2682272" "protein_coding" "PDHA1"
"2682468" "protein_coding" "MAP3K15"
"2682626" "protein_coding" "SH3KBP1"
"2682851" "protein_coding" "BCLAF3"
"2682965" "protein_coding" "MAP7D2"
"2683118" "protein_coding" "EIF1AX"
"2683155" "lncRNA" "EIF1AX-AS1"
"2683159" "protein_coding" "RPS6KA3"
"2683849" "lncRNA" "AL928596.1"
"2683853" "lncRNA" "AL807740.1"
"2683859" "lncRNA" "AL807742.1"
"2683895" "lncRNA" "BX088723.1"
"2683900" "protein_coding" "CNKSR2"
"2684884" "protein_coding" "KLHL34"
"2684892" "protein_coding" "SMPX"
"2684940" "protein_coding" "MBTPS2"
"2684994" "protein_coding" "YY2"
"2685002" "protein_coding" "SMS"
"2685072" "protein_coding" "PHEX"
"2685127" "lncRNA" "PHEX-AS1"
"2685134" "lncRNA" "PTCHD1-AS"
"2685152" "protein_coding" "CBLL2"
"2685160" "lncRNA" "AC092832.2"
"2685165" "lncRNA" "AC004470.1"
"2685169" "protein_coding" "DDX53"
"2685177" "protein_coding" "PTCHD1"
"2685196" "protein_coding" "PRDX4"
"2685259" "protein_coding" "ACOT9"
"2685458" "lncRNA" "AC131011.1"
"2685463" "protein_coding" "SAT1"
"2685541" "protein_coding" "APOO"
"2685661" "protein_coding" "CXorf58"
"2685721" "protein_coding" "KLHL15"
"2685735" "protein_coding" "EIF2S3"
"2685788" "lncRNA" "ZFX-AS1"
"2685793" "protein_coding" "ZFX"
"2685941" "protein_coding" "PDK3"
"2686030" "protein_coding" "PCYT1B"
"2686115" "lncRNA" "PCYT1B-AS1"
"2686119" "protein_coding" "POLA1"
"2686448" "protein_coding" "ARX"
"2686478" "lncRNA" "AC121342.1"
"2686484" "protein_coding" "MAGEB18"
"2686496" "protein_coding" "MAGEB6B"
"2686503" "protein_coding" "MAGEB6"
"2686513" "protein_coding" "MAGEB5"
"2686523" "lncRNA" "VENTXP1"
"2686526" "lncRNA" "AC112493.1"
"2686537" "lncRNA" "AC107419.1"
"2686590" "protein_coding" "PPP4R3C"
"2686598" "protein_coding" "DCAF8L2"
"2686654" "protein_coding" "MAGEB10"
"2686673" "protein_coding" "DCAF8L1"
"2686681" "lncRNA" "AC112495.1"
"2686686" "protein_coding" "IL1RAPL1"
"2686727" "lncRNA" "AC003659.1"
"2686731" "protein_coding" "MAGEB2"
"2686741" "protein_coding" "MAGEB3"
"2686764" "protein_coding" "MAGEB4"
"2686772" "protein_coding" "MAGEB1"
"2686806" "protein_coding" "NR0B1"
"2686825" "protein_coding" "CXorf21"
"2686837" "protein_coding" "GK"
"2687165" "lncRNA" "GK-IT1"
"2687169" "lncRNA" "AC112496.1"
"2687173" "lncRNA" "GK-AS1"
"2687177" "protein_coding" "TAB3"
"2687294" "lncRNA" "TAB3-AS1"
"2687298" "lncRNA" "TAB3-AS2"
"2687302" "protein_coding" "FTHL17"
"2687310" "protein_coding" "DMD"
"2688683" "lncRNA" "AC079177.1"
"2688687" "lncRNA" "DMD-AS3"
"2688691" "lncRNA" "AL591378.1"
"2688696" "lncRNA" "AL591501.1"
"2688771" "protein_coding" "FAM47A"
"2688788" "lncRNA" "AL592043.1"
"2688793" "protein_coding" "TMEM47"
"2688805" "protein_coding" "FAM47B"
"2688813" "protein_coding" "MAGEB16"
"2688863" "protein_coding" "CFAP47"
"2689119" "lncRNA" "AL606516.1"
"2689129" "lncRNA" "AL592156.2"
"2689134" "protein_coding" "FAM47C"
"2689142" "protein_coding" "PRRG1"
"2689243" "protein_coding" "LANCL3"
"2689291" "protein_coding" "XK"
"2689303" "protein_coding" "CYBB"
"2689340" "protein_coding" "DYNLT3"
"2689388" "lncRNA" "AL121578.3"
"2689393" "protein_coding" "HYPM"
"2689401" "protein_coding" "AL121578.2"
"2689409" "protein_coding" "SYTL5"
"2689488" "protein_coding" "SRPX"
"2689591" "lncRNA" "AL606748.1"
"2689595" "protein_coding" "RPGR"
"2690131" "protein_coding" "OTC"
"2690191" "protein_coding" "TSPAN7"
"2690317" "lncRNA" "AF241728.1"
"2690324" "lncRNA" "AF241728.2"
"2690328" "protein_coding" "MID1IP1"
"2690369" "lncRNA" "MID1IP1-AS1"
"2690373" "lncRNA" "AC108879.1"
"2690378" "lncRNA" "LINC01281"
"2690391" "lncRNA" "LINC01282"
"2690410" "lncRNA" "LINC01283"
"2690416" "lncRNA" "AL592164.1"
"2690420" "lncRNA" "AL592164.2"
"2690424" "lncRNA" "AC092198.1"
"2690428" "protein_coding" "BCOR"
"2690736" "lncRNA" "AC091806.1"
"2690747" "protein_coding" "ATP6AP2"
"2691250" "lncRNA" "AC092473.2"
"2691254" "protein_coding" "MPC1L"
"2691261" "protein_coding" "CXorf38"
"2691315" "protein_coding" "MED14"
"2691434" "lncRNA" "MED14OS"
"2691438" "lncRNA" "AC092268.2"
"2691442" "protein_coding" "USP9X"
"2691654" "lncRNA" "LINC02601"
"2691658" "protein_coding" "DDX3X"
"2693269" "protein_coding" "NYX"
"2693293" "protein_coding" "CASK"
"2694228" "lncRNA" "CASK-AS1"
"2694232" "protein_coding" "GPR34"
"2694279" "protein_coding" "GPR82"
"2694294" "lncRNA" "AL133329.1"
"2694298" "lncRNA" "Z93403.1"
"2694313" "lncRNA" "Z94277.1"
"2694318" "protein_coding" "PPP1R2C"
"2694326" "lncRNA" "PINCR"
"2694334" "lncRNA" "AL023574.1"
"2694344" "protein_coding" "MAOA"
"2694430" "protein_coding" "MAOB"
"2694478" "protein_coding" "NDP"
"2694507" "lncRNA" "NDP-AS1"
"2694519" "protein_coding" "EFHC2"
"2694561" "protein_coding" "FUNDC1"
"2694582" "protein_coding" "DUSP21"
"2694590" "protein_coding" "KDM6A"
"2695062" "protein_coding" "DIPK2B"
"2695096" "lncRNA" "AC136489.1"
"2695114" "lncRNA" "LINC01204"
"2695142" "lncRNA" "MIR222HG"
"2695149" "lncRNA" "AC234772.2"
"2695152" "lncRNA" "LINC02595"
"2695164" "lncRNA" "AL031584.3"
"2695168" "lncRNA" "LINC01186"
"2695191" "lncRNA" "AL139811.3"
"2695195" "protein_coding" "KRBOX4"
"2695299" "protein_coding" "ZNF674"
"2695367" "lncRNA" "ZNF674-AS1"
"2695378" "protein_coding" "CHST7"
"2695388" "protein_coding" "SLC9A7"
"2695483" "protein_coding" "RP2"
"2695499" "lncRNA" "LINC01545"
"2695509" "protein_coding" "JADE3"
"2695592" "protein_coding" "RGN"
"2695679" "protein_coding" "NDUFB11"
"2695702" "protein_coding" "RBM10"
"2695924" "protein_coding" "UBA1"
"2696153" "lncRNA" "INE1"
"2696156" "protein_coding" "CDK16"
"2696531" "protein_coding" "USP11"
"2696716" "lncRNA" "AL591503.1"
"2696720" "protein_coding" "ZNF157"
"2696734" "protein_coding" "ZNF41"
"2696781" "lncRNA" "LINC01560"
"2696786" "protein_coding" "ARAF"
"2696891" "protein_coding" "SYN1"
"2696980" "protein_coding" "TIMP1"
"2697044" "protein_coding" "CFP"
"2697154" "protein_coding" "ELK1"
"2697212" "protein_coding" "UXT"
"2697272" "lncRNA" "UXT-AS1"
"2697292" "protein_coding" "ZNF81"
"2697354" "protein_coding" "ZNF182"
"2697391" "protein_coding" "ZNF630"
"2697513" "protein_coding" "SPACA5"
"2697542" "lncRNA" "ZNF630-AS1"
"2697546" "lncRNA" "AC244636.3"
"2697550" "protein_coding" "SPACA5B"
"2697564" "protein_coding" "SSX5"
"2697638" "protein_coding" "SSX1"
"2697660" "lncRNA" "AL606490.3"
"2697664" "protein_coding" "SSX3"
"2697727" "protein_coding" "SSX4"
"2697768" "protein_coding" "SSX4B"
"2697809" "protein_coding" "SLC38A5"
"2698110" "protein_coding" "FTSJ1"
"2698263" "lncRNA" "AF196972.1"
"2698267" "protein_coding" "PORCN"
"2698574" "protein_coding" "EBP"
"2698633" "protein_coding" "TBC1D25"
"2698688" "lncRNA" "AC115618.1"
"2698692" "protein_coding" "RBM3"
"2698784" "lncRNA" "AC115618.2"
"2698788" "protein_coding" "WDR13"
"2698913" "protein_coding" "WAS"
"2698991" "protein_coding" "SUV39H1"
"2699034" "lncRNA" "AC231533.1"
"2699039" "protein_coding" "GLOD5"
"2699070" "protein_coding" "GATA1"
"2699120" "protein_coding" "HDAC6"
"2699928" "protein_coding" "ERAS"
"2699945" "protein_coding" "PCSK1N"
"2699960" "protein_coding" "PQBP1"
"2700176" "protein_coding" "TIMM17B"
"2700297" "protein_coding" "SLC35A2"
"2700520" "protein_coding" "PIM2"
"2700548" "protein_coding" "OTUD5"
"2700705" "protein_coding" "KCND1"
"2700743" "protein_coding" "GRIPAP1"
"2701056" "protein_coding" "TFE3"
"2701122" "protein_coding" "CCDC120"
"2701282" "protein_coding" "PRAF2"
"2701306" "protein_coding" "WDR45"
"2701946" "protein_coding" "GPKOW"
"2701974" "protein_coding" "MAGIX"
"2702086" "protein_coding" "PLP2"
"2702113" "protein_coding" "PRICKLE3"
"2702220" "protein_coding" "SYP"
"2702320" "lncRNA" "SYP-AS1"
"2702324" "protein_coding" "CACNA1F"
"2702644" "protein_coding" "CCDC22"
"2702697" "protein_coding" "FOXP3"
"2702903" "lncRNA" "AC232271.3"
"2702911" "protein_coding" "PPP1R3F"
"2702990" "lncRNA" "AC232271.1"
"2702993" "lncRNA" "AC232271.2"
"2702997" "protein_coding" "GAGE10"
"2703013" "protein_coding" "GAGE12J"
"2703029" "protein_coding" "GAGE13"
"2703045" "protein_coding" "GAGE2E"
"2703057" "protein_coding" "GAGE12B"
"2703063" "protein_coding" "GAGE12C"
"2703079" "protein_coding" "GAGE12D"
"2703095" "protein_coding" "GAGE12F"
"2703126" "protein_coding" "GAGE12E"
"2703142" "protein_coding" "GAGE12G"
"2703158" "protein_coding" "GAGE12H"
"2703174" "protein_coding" "GAGE1"
"2703234" "protein_coding" "GAGE2A"
"2703250" "protein_coding" "PAGE1"
"2703268" "protein_coding" "PAGE4"
"2703307" "lncRNA" "USP27X-AS1"
"2703311" "protein_coding" "USP27X"
"2703319" "protein_coding" "CLCN5"
"2703569" "protein_coding" "AKAP4"
"2703642" "protein_coding" "CCNB3"
"2703792" "protein_coding" "DGKK"
"2703854" "protein_coding" "SHROOM4"
"2703931" "protein_coding" "BMP15"
"2703940" "lncRNA" "LINC01284"
"2703992" "lncRNA" "AC233976.1"
"2704003" "lncRNA" "AC233976.2"
"2704007" "protein_coding" "NUDT10"
"2704030" "lncRNA" "AL158055.1"
"2704040" "protein_coding" "EZHIP"
"2704048" "protein_coding" "NUDT11"
"2704059" "lncRNA" "LINC01496"
"2704069" "protein_coding" "CENPVL3"
"2704077" "protein_coding" "CENPVL2"
"2704084" "protein_coding" "CENPVL1"
"2704091" "protein_coding" "GSPT2"
"2704099" "protein_coding" "MAGED1"
"2704260" "lncRNA" "AC239585.1"
"2704264" "lncRNA" "AC239585.2"
"2704275" "protein_coding" "MAGED4B"
"2704472" "protein_coding" "MAGED4"
"2704618" "lncRNA" "AC231759.2"
"2704633" "lncRNA" "AC245177.1"
"2704637" "protein_coding" "XAGE2"
"2704653" "protein_coding" "XAGE1A"
"2704688" "protein_coding" "XAGE1B"
"2704739" "protein_coding" "SSX7"
"2704761" "protein_coding" "SSX2"
"2704811" "protein_coding" "SSX2B"
"2704882" "protein_coding" "SPANXN5"
"2704892" "protein_coding" "XAGE5"
"2704938" "protein_coding" "XAGE3"
"2704969" "protein_coding" "FAM156B"
"2705060" "lncRNA" "AC234031.1"
"2705064" "protein_coding" "FAM156A"
"2705298" "protein_coding" "GPR173"
"2705317" "protein_coding" "TSPYL2"
"2705374" "lncRNA" "AL591212.1"
"2705378" "protein_coding" "KANTR"
"2705407" "protein_coding" "KDM5C"
"2705754" "lncRNA" "KDM5C-IT1"
"2705758" "protein_coding" "IQSEC2"
"2706026" "protein_coding" "SMC1A"
"2706181" "protein_coding" "RIBC1"
"2706247" "protein_coding" "HSD17B10"
"2706307" "lncRNA" "AC233728.1"
"2706311" "protein_coding" "HUWE1"
"2706974" "protein_coding" "PHF8"
"2707366" "protein_coding" "FAM120C"
"2707449" "protein_coding" "WNK3"
"2707661" "protein_coding" "TSR2"
"2707677" "protein_coding" "FGD1"
"2707719" "protein_coding" "GNL3L"
"2707804" "protein_coding" "ITIH6"
"2707839" "protein_coding" "MAGED2"
"2708112" "protein_coding" "TRO"
"2708490" "protein_coding" "PFKFB1"
"2708611" "protein_coding" "APEX2"
"2708635" "protein_coding" "ALAS2"
"2708790" "protein_coding" "PAGE2B"
"2708821" "protein_coding" "PAGE2"
"2708861" "protein_coding" "FAM104B"
"2708936" "protein_coding" "MTRNR2L10"
"2708944" "protein_coding" "PAGE5"
"2708990" "protein_coding" "PAGE3"
"2709021" "protein_coding" "MAGEH1"
"2709029" "protein_coding" "USP51"
"2709046" "protein_coding" "FOXR2"
"2709054" "protein_coding" "RRAGB"
"2709135" "lncRNA" "AL050309.1"
"2709164" "protein_coding" "KLF8"
"2709240" "protein_coding" "UBQLN2"
"2709248" "lncRNA" "AL354793.1"
"2709252" "protein_coding" "NBDY"
"2709294" "protein_coding" "SPIN3"
"2709919" "lncRNA" "AL139397.1"
"2709923" "protein_coding" "SPIN2B"
"2709967" "lncRNA" "AL022157.1"
"2709971" "protein_coding" "SPIN2A"
"2709999" "lncRNA" "Z83745.1"
"2710003" "protein_coding" "FAAH2"
"2710040" "protein_coding" "ZXDB"
"2710048" "protein_coding" "NLRP2B"
"2710055" "protein_coding" "ZXDA"
"2710063" "lncRNA" "LINC01278"
"2710297" "protein_coding" "SPIN4"
"2710305" "lncRNA" "SPIN4-AS1"
"2710309" "protein_coding" "ARHGEF9"
"2711191" "lncRNA" "ARHGEF9-IT1"
"2711195" "protein_coding" "AMER1"
"2711205" "lncRNA" "AL356317.2"
"2711210" "protein_coding" "ASB12"
"2711222" "protein_coding" "MTMR8"
"2711272" "protein_coding" "ZC4H2"
"2711343" "protein_coding" "ZC3H12B"
"2711366" "protein_coding" "LAS1L"
"2711498" "protein_coding" "MSN"
"2711557" "lncRNA" "AL034397.2"
"2711574" "lncRNA" "AL034397.3"
"2711585" "protein_coding" "VSIG4"
"2711685" "protein_coding" "HEPH"
"2711971" "protein_coding" "EDA2R"
"2712045" "protein_coding" "AR"
"2712187" "lncRNA" "AL157700.1"
"2712190" "protein_coding" "OPHN1"
"2712266" "protein_coding" "YIPF6"
"2712338" "protein_coding" "STARD8"
"2712476" "protein_coding" "EFNB1"
"2712492" "protein_coding" "PJA1"
"2712546" "lncRNA" "LINC00269"
"2712559" "protein_coding" "FAM155B"
"2712571" "lncRNA" "AL158069.1"
"2712580" "protein_coding" "EDA"
"2712732" "lncRNA" "AL158141.1"
"2712736" "protein_coding" "AWAT2"
"2712775" "protein_coding" "OTUD6A"
"2712783" "protein_coding" "IGBP1"
"2712820" "lncRNA" "IGBP1-AS2"
"2712824" "lncRNA" "IGBP1-AS1"
"2712828" "protein_coding" "DGAT2L6"
"2712848" "protein_coding" "AWAT1"
"2712873" "protein_coding" "P2RY4"
"2712881" "protein_coding" "ARR3"
"2713018" "protein_coding" "RAB41"
"2713070" "protein_coding" "PDZD11"
"2713123" "protein_coding" "KIF4A"
"2713196" "protein_coding" "GDPD2"
"2713353" "lncRNA" "AL139398.1"
"2713358" "protein_coding" "DLG3"
"2713565" "lncRNA" "DLG3-AS1"
"2713572" "protein_coding" "TEX11"
"2713810" "protein_coding" "SLC7A3"
"2713869" "protein_coding" "SNX12"
"2713941" "protein_coding" "FOXO4"
"2713972" "protein_coding" "CXorf65"
"2714013" "protein_coding" "IL2RG"
"2714122" "protein_coding" "MED12"
"2714447" "protein_coding" "NLGN3"
"2714545" "lncRNA" "AL590764.1"
"2714555" "protein_coding" "GJB1"
"2714612" "protein_coding" "ZMYM3"
"2714914" "protein_coding" "NONO"
"2715134" "protein_coding" "ITGB1BP2"
"2715201" "protein_coding" "TAF1"
"2715627" "protein_coding" "OGT"
"2715790" "protein_coding" "GCNA"
"2715855" "protein_coding" "CXCR3"
"2715874" "protein_coding" "BX276092.9"
"2715910" "lncRNA" "LINC00891"
"2715915" "protein_coding" "CXorf49"
"2715938" "protein_coding" "CXorf49B"
"2715961" "protein_coding" "NHSL2"
"2716043" "protein_coding" "RTL5"
"2716060" "protein_coding" "PIN4"
"2716176" "protein_coding" "ERCC6L"
"2716197" "protein_coding" "RPS4X"
"2716236" "protein_coding" "CITED1"
"2716358" "protein_coding" "HDAC8"
"2717510" "protein_coding" "PHKA1"
"2717852" "lncRNA" "PHKA1-AS1"
"2717859" "protein_coding" "DMRTC1B"
"2717963" "lncRNA" "FAM226B"
"2717966" "protein_coding" "FAM236B"
"2717978" "protein_coding" "FAM236D"
"2718001" "protein_coding" "DMRTC1"
"2718066" "protein_coding" "FAM236C"
"2718089" "protein_coding" "FAM236A"
"2718112" "lncRNA" "PABPC1L2B-AS1"
"2718118" "protein_coding" "PABPC1L2B"
"2718126" "protein_coding" "PABPC1L2A"
"2718134" "lncRNA" "AL662864.1"
"2718140" "protein_coding" "NAP1L2"
"2718148" "protein_coding" "CDX4"
"2718159" "protein_coding" "CHIC1"
"2718228" "lncRNA" "TSIX"
"2718231" "lncRNA" "XIST"
"2718420" "lncRNA" "FTX"
"2718877" "lncRNA" "JPX"
"2719358" "lncRNA" "AL353804.1"
"2719362" "lncRNA" "AL353804.2"
"2719366" "lncRNA" "Z83843.1"
"2719369" "protein_coding" "ZCCHC13"
"2719377" "protein_coding" "SLC16A2"
"2719423" "protein_coding" "RLIM"
"2719452" "protein_coding" "NEXMIF"
"2719501" "protein_coding" "ABCB7"
"2719902" "protein_coding" "UPRT"
"2720045" "protein_coding" "ZDHHC15"
"2720105" "protein_coding" "MAGEE2"
"2720113" "lncRNA" "AL451105.2"
"2720117" "protein_coding" "PBDC1"
"2720150" "protein_coding" "MAGEE1"
"2720158" "lncRNA" "AC233296.1"
"2720205" "protein_coding" "FGF16"
"2720217" "protein_coding" "ATRX"
"2720661" "protein_coding" "MAGT1"
"2720756" "protein_coding" "COX7B"
"2720801" "protein_coding" "ATP7A"
"2720984" "protein_coding" "PGK1"
"2721058" "protein_coding" "PGAM4"
"2721065" "protein_coding" "TAF9B"
"2721092" "protein_coding" "CYSLTR1"
"2721116" "protein_coding" "RTL3"
"2721126" "protein_coding" "LPAR4"
"2721174" "protein_coding" "P2RY10"
"2721204" "protein_coding" "GPR174"
"2721223" "protein_coding" "ITM2A"
"2721273" "protein_coding" "TBX22"
"2721352" "protein_coding" "TENT5D"
"2721379" "protein_coding" "BRWD3"
"2721508" "lncRNA" "AL391294.1"
"2721511" "protein_coding" "HMGN5"
"2721615" "protein_coding" "SH3BGRL"
"2721645" "lncRNA" "AL445213.2"
"2721651" "protein_coding" "POU3F4"
"2721659" "protein_coding" "CYLC1"
"2721688" "protein_coding" "RPS6KA6"
"2721800" "protein_coding" "HDX"
"2721890" "protein_coding" "APOOL"
"2721962" "protein_coding" "SATL1"
"2722080" "lncRNA" "AC003001.1"
"2722102" "protein_coding" "ZNF711"
"2722176" "protein_coding" "POF1B"
"2722253" "protein_coding" "CHM"
"2722314" "protein_coding" "DACH2"
"2722530" "protein_coding" "KLHL4"
"2722614" "lncRNA" "Z83818.2"
"2722619" "protein_coding" "CPXCR1"
"2722651" "lncRNA" "AL121872.1"
"2722659" "protein_coding" "TGIF2LX"
"2722676" "lncRNA" "AL121823.1"
"2722680" "lncRNA" "PABPC5-AS1"
"2722686" "protein_coding" "PABPC5"
"2722705" "protein_coding" "PCDH11X"
"2722814" "protein_coding" "NAP1L3"
"2722831" "protein_coding" "FAM133A"
"2722856" "lncRNA" "AL022151.1"
"2722880" "protein_coding" "DIAPH2"
"2723178" "protein_coding" "RPA4"
"2723186" "lncRNA" "DIAPH2-AS1"
"2723206" "lncRNA" "AL157778.1"
"2723230" "protein_coding" "PCDH19"
"2723290" "protein_coding" "TNMD"
"2723314" "protein_coding" "TSPAN6"
"2723386" "protein_coding" "SRPX2"
"2723485" "protein_coding" "SYTL4"
"2723638" "protein_coding" "CSTF2"
"2723754" "protein_coding" "NOX1"
"2723872" "protein_coding" "XKRX"
"2723893" "protein_coding" "ARL13A"
"2723960" "protein_coding" "TRMT2B"
"2724102" "lncRNA" "TRMT2B-AS1"
"2724106" "protein_coding" "TMEM35A"
"2724119" "protein_coding" "CENPI"
"2724269" "protein_coding" "DRP2"
"2724511" "protein_coding" "TAF7L"
"2724601" "protein_coding" "TIMM8A"
"2724634" "protein_coding" "BTK"
"2724822" "protein_coding" "RPL36A"
"2724928" "protein_coding" "GLA"
"2725024" "protein_coding" "HNRNPH2"
"2725034" "protein_coding" "ARMCX4"
"2725236" "protein_coding" "ARMCX1"
"2725250" "protein_coding" "ARMCX6"
"2725306" "protein_coding" "ARMCX3"
"2725386" "lncRNA" "ARMCX3-AS1"
"2725390" "lncRNA" "AC234775.3"
"2725393" "lncRNA" "AC234775.4"
"2725397" "protein_coding" "ARMCX2"
"2725527" "protein_coding" "NXF5"
"2725677" "protein_coding" "ZMAT1"
"2725757" "protein_coding" "TCEAL2"
"2725788" "protein_coding" "TCEAL6"
"2725811" "lncRNA" "Z70719.1"
"2725816" "protein_coding" "BEX5"
"2725842" "protein_coding" "TCP11X1"
"2725917" "protein_coding" "NXF2"
"2726016" "protein_coding" "NXF2B"
"2726121" "protein_coding" "TCP11X2"
"2726252" "protein_coding" "TMSB15A"
"2726264" "protein_coding" "ARMCX5"
